    0.000000        0.0000000000        0.0000127751        0.0000127751      896.5007922613     1559.8076477241     1559.8076477243
    0.002375       16.7209347095        9.8693495709        0.9843475884      896.4820853617     1559.8492564435     1559.7615117445
    0.004751       33.4386198455       19.7412358517        1.9829900279      896.4259378713     1559.9738477102     1559.6231372008
    0.007126       50.1498027235       29.6181800642        3.0098667342      896.3322694591     1560.1807179090     1559.3926242695
    0.009501       66.8512244598       39.5026725482        4.0782406883      896.2009463858     1560.4686978718     1559.0701398779
    0.011876       83.5396169300       49.3971575567        5.2004393445      896.0317817230     1560.8361581352     1558.6559176553
    0.014252      100.2116997970       59.3040183304        6.3876733076      895.8245356601     1561.2810162469     1558.1502578635
    0.016627      116.8641776305       69.2255625421        7.6499358758      895.5789159007     1561.8007460669     1557.5535273088
    0.019002      133.4937371409       79.1640081956        8.9959758486      895.2945781481     1562.3923889940     1556.8661592346
    0.021378      150.0970445494       89.1214700618       10.4333292106      894.9711266811     1563.0525670381     1556.0886531956
    0.023753      166.6707431143       99.0999467266       11.9683926739      894.6081150224     1563.7774976434     1555.2215749133
    0.026128      183.2114508361      109.1013083226       13.6065227506      894.2050466981     1564.5630101579     1554.2655561145
    0.028503      199.7157583579      119.1272850096       15.3521467021      893.7613760930     1565.4045638345     1553.2212943517
    0.030879      216.1802270835      129.1794562609       17.2088751609      893.2765093996     1566.2972672410     1552.0895528064
    0.033254      232.6013875283      139.2592410070       19.1796095915      892.7498056653     1567.2358989474     1550.8711600772
    0.035629      248.9757379211      149.3678886815       21.2666405715      892.1805779366     1568.2149293569     1549.5670099498
    0.038005      265.2997430731      159.5064712055       23.4717349943      891.5680945042     1569.2285435379     1548.1780611532
    0.040380      281.5698335273      169.6758759394       25.7962117469      890.9115802486     1570.2706649174     1546.7053370987
    0.042755      297.7824050035      179.8767996260       28.2410063181      890.2102180886     1571.3349796879     1545.1499256050
    0.045130      313.9338181507      190.1097433387       30.8067252922      889.4631505346     1572.4149617882     1543.5129786072
    0.047506      330.0203986179      200.3750084433       33.4936919042      888.6694813462     1573.5038983121     1541.7957118502
    0.049881      346.0384374531      210.6726935752       36.3019838780      887.8282772978     1574.5949152059     1539.9994045677
    0.052256      361.9841918396      221.0026926271       39.2314647118      886.9385700518     1575.6810031189     1538.1253991434
    0.054632      377.8538861775      231.3646937370       42.2818094671      885.9993581402     1576.7550432738     1536.1751007570
    0.057007      393.6437135143      241.7581792582       45.4525259844      885.0096090569     1577.8098332301     1534.1499770115
    0.059382      409.3498373321      252.1824266928       48.7429723206      883.9682614599     1578.8381124213     1532.0515575416
    0.061757      424.9683936929      262.6365105600       52.1523710767      882.8742274844     1579.8325873503     1529.8814336015
    0.064133      440.4954937455      273.1193051700       55.6798211748      881.7263951674     1580.7859563366     1527.6412576308
    0.066508      455.9272265938      283.6294882697       59.3243075477      880.5236309828     1581.6909337173     1525.3327427944
    0.068883      471.2596625276      294.1655455216       63.0847091233      879.2647824878     1582.5402734077     1522.9576624959
    0.071259      486.4888566126      304.7257757771       66.9598054178      877.9486810795     1583.3267917412     1520.5178498591
    0.073634      501.6108526393      315.3082970996       70.9482819956      876.5741448601     1584.0433895093     1518.0151971763
    0.076009      516.6216874248      325.9110534954       75.0487350074      875.1399816114     1584.6830731372     1515.4516553163
    0.078384      531.5173954639      336.5318223026       79.2596749803      873.6449918746     1585.2389749329     1512.8292330905
    0.080760      546.2940139235      347.1682221933       83.5795300030      872.0879721363     1585.7043723586     1510.1499965689
    0.083135      560.9475879724      357.8177217389       88.0066484226      870.4677181161     1586.0727062797     1507.4160683428
    0.085510      575.4741764400      368.4776484887       92.5393011510      868.7830281545     1586.3375981529     1504.6296267245
    0.087886      589.8698577938      379.1451985134       97.1756836616      867.0327066990     1586.4928661247     1501.7929048810
    0.090261      604.1307364259      389.8174463620      101.9139177408      865.2155678828     1586.5325400136     1498.9081898893
    0.092636      618.2529492392      400.4913553822      106.7520530522      863.3304391957     1586.4508751612     1495.9778217093
    0.095011      632.2326725202      411.1637883551      111.6880685588      861.3761652403     1586.2423651373     1493.0041920618
    0.097387      646.0661290869      421.8315183930      116.7198738411      859.3516115719     1585.9017532951     1489.9897432042
    0.099762      659.7495956982      432.4912400517      121.8453103452      857.2556686157     1585.4240431743     1486.9369665931
    0.102137      673.2794107118      443.1395806076      127.0621525876      855.0872556572     1584.8045077549     1483.8484014222
    0.104513      686.6519819747      453.7731114518      132.3681093401      852.8453249007     1584.0386975728     1480.7266330258
    0.106888      699.8637949321      464.3883595514      137.7608248139      850.5288655903     1583.1224477059     1477.5742911349
    0.109263      712.9114209370      474.9818189327      143.2378798604      848.1369081872     1582.0518836511     1474.3940479745
    0.111638      725.7915257450      485.5499621364      148.7967932025      845.6685285978     1580.8234261095     1471.1886161901
    0.114014      738.5008781747      496.0892516003      154.4350227085      843.1228524463     1579.4337947050     1467.9607465899
    0.116389      751.0363589163      506.5961509224      160.1499667184      840.4990593838     1577.8800106632     1464.7132256918
    0.118764      763.3949694674      517.0671359584      165.9389654317      837.7963874292     1576.1593984801     1461.4488730612
    0.121140      775.5738411744      527.4987057081      171.7993023641      835.0141373328     1574.2695866144     1458.1705384296
    0.123515      787.5702443596      537.8873929469      177.7282058784      832.1516769560     1572.2085072384     1454.8810985809
    0.125890      799.3815975063      548.2297745548      183.7228507959      829.2084456593     1569.9743950873     1451.5834539966
    0.128265      811.0054764811      558.5224815013      189.7803600911      826.1839586913     1567.5657854472     1448.2805252482
    0.130641      822.4396237615      568.7622084387      195.8978066742      823.0778115691     1564.9815113258     1444.9752491318
